GLOBAL UNIQUE IDENTIFIER	LAST EDITED DATE	TAXONOMIC ORDER	CATEGORY	COMMON NAME	SCIENTIFIC NAME	SUBSPECIES COMMON NAME	SUBSPECIES SCIENTIFIC NAME	OBSERVATION COUNT	BREEDING BIRD ATLAS CODE	BREEDING BIRD ATLAS CATEGORY	AGE/SEX	COUNTRY	COUNTRY CODE	STATE	STATE CODE	COUNTY	COUNTY CODE	IBA CODE	BCR CODE	USFWS CODE	ATLAS BLOCK	LOCALITY	LOCALITY ID	LOCALITY TYPE	LATITUDE	LONGITUDE	OBSERVATION DATE	TIME OBSERVATIONS STARTED	OBSERVER ID	SAMPLING EVENT IDENTIFIER	PROTOCOL TYPE	PROTOCOL CODE	PROJECT CODE	DURATION MINUTES	EFFORT DISTANCE KM	EFFORT AREA HA	NUMBER OBSERVERS	ALL SPECIES REPORTED	GROUP IDENTIFIER	HAS MEDIA	APPROVED	REVIEWED	REASON	TRIP COMMENTS	SPECIES COMMENTS	
URN:CornellLabOfOrnithology:EBIRD:OBS960483447	2020-07-26 08:18:11	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	67				United States	US	North Carolina	US-NC	Watauga	US-NC-189		28			Mill Dam	L10681297	P	36.2412923	-81.8304125	2020-07-25	08:15:00	obsr646413	S71818730	Traveling	P22	EBIRD	180	8.047		1	1	G5570412	0	1	0		Walking/driving down watauga river road from the valley crusis bridge to the dam		
URN:CornellLabOfOrnithology:EBIRD:OBS960486931	2020-08-18 14:30:03	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	67				United States	US	North Carolina	US-NC	Watauga	US-NC-189		28			Mill Dam	L10681297	P	36.2412923	-81.8304125	2020-07-25	08:15:00	obsr1396150	S71818976	Traveling	P22	EBIRD	180	8.047		2	1	G5570412	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS985159798	2020-09-22 22:40:07	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	1				United States	US	North Carolina	US-NC	Watauga	US-NC-189		28			Boone Greenway--Created Wetland	L3088296	H	36.2061686	-81.6520321	2020-09-22	14:50:00	obsr646413	S73931508	Stationary	P21	EBIRD	40			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1002739159	2020-10-28 11:15:22	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	1				United States	US	North Carolina	US-NC	Watauga	US-NC-189		28			Boone Greenway--Created Wetland	L3088296	H	36.2061686	-81.6520321	2020-10-26	09:14:00	obsr645368	S75428866	Traveling	P22	EBIRD	41	1.127		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS991992102	2020-10-06 13:14:21	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	20				United States	US	North Carolina	US-NC	Watauga	US-NC-189		28			Boone Greenway--Created Wetland	L3088296	H	36.2061686	-81.6520321	2020-10-06	10:11:00	obsr646413	S74495682	Traveling	P22	EBIRD	30	0.322		1	1	G5772123	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS993451334	2020-10-14 18:06:43	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	4				United States	US	North Carolina	US-NC	Watauga	US-NC-189		28			Boone Greenway--Created Wetland	L3088296	H	36.2061686	-81.6520321	2020-10-09	17:15:00	obsr645368	S74620195	Traveling	P22	EBIRD	45	0.322		1	1	G5795174	0	1	0		With Guy McGrane		
URN:CornellLabOfOrnithology:EBIRD:OBS991999840	2020-10-06 13:14:21	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	20				United States	US	North Carolina	US-NC	Watauga	US-NC-189		28			Boone Greenway--Created Wetland	L3088296	H	36.2061686	-81.6520321	2020-10-06	10:11:00	obsr645368	S74496338	Traveling	P22	EBIRD	30	0.322		1	1	G5772123	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS995905440	2020-10-14 18:06:43	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	4				United States	US	North Carolina	US-NC	Watauga	US-NC-189		28			Boone Greenway--Created Wetland	L3088296	H	36.2061686	-81.6520321	2020-10-09	17:15:00	obsr408222	S74824685	Traveling	P22	EBIRD	45	0.322		1	1	G5795174	0	1	0		With Guy McGrane		
URN:CornellLabOfOrnithology:EBIRD:OBS1000144293	2020-10-21 10:21:46	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	5				United States	US	North Carolina	US-NC	Watauga	US-NC-189		28			Boone Greenway--Created Wetland	L3088296	H	36.2061686	-81.6520321	2020-10-21	09:35:00	obsr645368	S75173452	Traveling	P22	EBIRD	46	1.271		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS993203432	2020-10-09 18:35:53	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	1				United States	US	North Carolina	US-NC	Watauga	US-NC-189		28			Oct 9, 2020 10:52 AM36.21, -81.777	L12457893	P	36.2096176	-81.7773081	2020-10-09	08:57:00	obsr645368	S74598560	Traveling	P22	EBIRD	114	3.653		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS995048039	2020-10-12 20:28:06	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	3				United States	US	North Carolina	US-NC	Watauga	US-NC-189		28			Valle Crucis Community Park	L424469	H	36.2119914	-81.7757893	2020-10-12	15:41:00	obsr646413	S74753246	Traveling	P22	EBIRD	100	3.219		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS995602787	2020-10-14 06:18:44	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	3				United States	US	North Carolina	US-NC	Watauga	US-NC-189		28			Valle Crucis Community Park	L424469	H	36.2119914	-81.7757893	2020-10-13	13:30:00	obsr646413	S74799515	Traveling	P22	EBIRD	140	3.862		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS991420090	2020-10-09 18:35:53	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	6	F 	C1		United States	US	North Carolina	US-NC	Watauga	US-NC-189		28			Valle Crucis Community Park	L424469	H	36.2119914	-81.7757893	2020-10-05	07:43:00	obsr646413	S74449598	Traveling	P22	EBIRD	60	1.609		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS996527342	2020-10-19 20:25:39	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	2				United States	US	North Carolina	US-NC	Watauga	US-NC-189		28			Valle Crucis Community Park	L424469	H	36.2119914	-81.7757893	2020-10-15	16:00:00	obsr646413	S74877138	Stationary	P21	EBIRD	30			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS999901124	2020-10-20 17:35:42	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	200				United States	US	North Carolina	US-NC	Watauga	US-NC-189		28			Boone Greenway--Created Wetland	L3088296	H	36.2061686	-81.6520321	2020-10-20	16:57:00	obsr645368	S75152861	Traveling	P22	EBIRD	37	1.416		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1012988179	2020-11-16 18:23:50	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	1				United States	US	North Carolina	US-NC	Watauga	US-NC-189		28			Boone--New River Hills	L12746491	P	36.2162061	-81.6468423	2020-11-16	14:38:00	obsr645368	S76343902	Stationary	P21	EBIRD	25			5	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1012973030	2020-11-16 18:23:50	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	1				United States	US	North Carolina	US-NC	Watauga	US-NC-189		28			989 new river hills	L12746199	P	36.2161954	-81.6471621	2020-11-16	14:00:00	obsr646413	S76342361	Stationary	P21	EBIRD	70			5	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1008660597	2020-11-09 20:16:30	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	6				United States	US	North Carolina	US-NC	Watauga	US-NC-189		28			Valle Crucis Community Park	L424469	H	36.2119914	-81.7757893	2020-11-07	11:19:00	obsr1396150	S75958863	Traveling	P22	EBIRD	90	0.805		1	1	G5884350	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1011694267	2020-11-14 09:27:35	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	24				United States	US	North Carolina	US-NC	Watauga	US-NC-189		28			Boone Greenway--Created Wetland	L3088296	H	36.2061686	-81.6520321	2020-11-14	09:10:00	obsr646413	S76228245	Traveling	P22	EBIRD	15	0.587		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1008311459	2020-11-07 07:46:21	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	1	F 	C1		United States	US	North Carolina	US-NC	Watauga	US-NC-189		28			The Tree House	L9893334	P	36.2217260	-81.7758110	2020-11-07	06:44:00	obsr646413	S75927351	Stationary	P21	EBIRD	58			1	1		0	1	0			Southbound	
URN:CornellLabOfOrnithology:EBIRD:OBS1007542579	2020-11-08 12:36:00	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	1				United States	US	North Carolina	US-NC	Watauga	US-NC-189		28			Boone Greenway--Athletic Fields	L902289	H	36.2080440	-81.6531801	2020-11-05	10:38:00	obsr645368	S75860160	Traveling	P22	EBIRD	48	2.028		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1012450771	2020-11-15 14:24:43	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	1				United States	US	North Carolina	US-NC	Watauga	US-NC-189		28			Vilas Linville Creek Overlook (private)	L4752765	P	36.2487760	-81.7641670	2020-11-15	14:00:00	obsr645368	S76295658	Stationary	P21	EBIRD	15			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1010178573	2020-11-10 16:35:38	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	9				United States	US	North Carolina	US-NC	Watauga	US-NC-189		28			Valle Crucis Community Park	L424469	H	36.2119914	-81.7757893	2020-11-10	14:22:00	obsr645368	S76092460	Traveling	P22	EBIRD	92	2.672		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1010451336	2020-11-11 11:02:45	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	4				United States	US	North Carolina	US-NC	Watauga	US-NC-189		28			Boone Greenway--Created Wetland	L3088296	H	36.2061686	-81.6520321	2020-11-11	10:47:00	obsr645368	S76117900	Traveling	P22	EBIRD	14	0.853		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1008509137	2020-11-09 20:16:30	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	6				United States	US	North Carolina	US-NC	Watauga	US-NC-189		28			Valle Crucis Community Park	L424469	H	36.2119914	-81.7757893	2020-11-07	11:19:00	obsr646413	S75944737	Traveling	P22	EBIRD	90	0.805		1	1	G5884350	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1008341846	2020-11-08 12:25:34	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	4				United States	US	North Carolina	US-NC	Watauga	US-NC-189		28			Boone Greenway--Created Wetland	L3088296	H	36.2061686	-81.6520321	2020-11-07	08:43:00	obsr646413	S75930099	Traveling	P22	EBIRD	15	0.590		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1011716383	2020-11-14 10:06:56	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	2				United States	US	North Carolina	US-NC	Watauga	US-NC-189		28			Boone Greenway--Athletic Fields	L902289	H	36.2080440	-81.6531801	2020-11-14	09:27:00	obsr646413	S76230383	Traveling	P22	EBIRD	36	1.974		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1012345690	2020-11-15 11:28:13	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	2				United States	US	North Carolina	US-NC	Watauga	US-NC-189		28			Valle Crucis Community Park	L424469	H	36.2119914	-81.7757893	2020-11-15	10:43:00	obsr645368	S76285686	Traveling	P22	EBIRD	43	1.835		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1066047907	2021-02-04 21:18:28.285193	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	3				United States	US	North Carolina	US-NC	Wilkes	US-NC-193		29			Millers Creek	L13352121	P	36.1912657	-81.2382752	1987-07-11	11:30:00	obsr527452	S80439999	Traveling	P22	EBIRD	120	6.437		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS992843028	2020-10-09 20:21:48	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	25				United States	US	North Carolina	US-NC	Wilkes	US-NC-193		29			W. Kerr Scott Reservoir--Dam	L358674	H	36.1334383	-81.2287903	2020-10-08	09:15:00	obsr431216	S74567687	Traveling	P22	EBIRD	167	3.830		2	1		0	1	0		Mostly sunny, a slight breeze, and 56 to 75. Environmental center vicinity to tailwater parking area.	Flock flying	
URN:CornellLabOfOrnithology:EBIRD:OBS942285083	2020-06-13 19:23:28	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	4				United States	US	North Carolina	US-NC	Yancey	US-NC-199		28			US-19 N, Burnsville	L11682500	P	35.9132690	-82.3990080	2020-06-13	07:36:00	obsr354664	S70396876	Traveling	P22	EBIRD	11	12.616		2	1	G5450607	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS948209077	2020-06-26 09:54:26	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	22	FL	C4		United States	US	North Carolina	US-NC	Yancey	US-NC-199		28			Cane River Park	L2973572	H	35.9149196	-82.3865604	2020-06-26	08:33:00	obsr527452	S70837778	Traveling	P22	EBIRD	80	3.421		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS944606748	2020-06-18 11:01:18	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	4				United States	US	North Carolina	US-NC	Yancey	US-NC-199		28			US-19 N, Burnsville	L11682500	P	35.9132690	-82.3990080	2020-06-13	07:36:00	obsr402712	S70565774	Traveling	P22	EBIRD	11	12.616		2	1	G5450607	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS941957130	2020-06-13 19:23:28	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	4				United States	US	North Carolina	US-NC	Yancey	US-NC-199		28			US-19 N, Burnsville	L11682500	P	35.9132690	-82.3990080	2020-06-13	07:36:00	obsr527452	S70374323	Traveling	P22	EBIRD	11	12.616		2	1	G5450607	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS944606503	2020-06-18 11:00:58	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	6				United States	US	North Carolina	US-NC	Yancey	US-NC-199		28			Cane River Park	L2973572	H	35.9149196	-82.3865604	2020-06-13	15:18:00	obsr402712	S70565761	Traveling	P22	EBIRD	50	0.905		6	1	G5450610	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS942248535	2020-06-13 19:21:33	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	6				United States	US	North Carolina	US-NC	Yancey	US-NC-199		28			Cane River Park	L2973572	H	35.9149196	-82.3865604	2020-06-13	15:18:00	obsr527452	S70394220	Traveling	P22	EBIRD	50	0.905		6	1	G5450610	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS942285374	2020-06-14 10:03:04	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	6				United States	US	North Carolina	US-NC	Yancey	US-NC-199		28			Cane River Park	L2973572	H	35.9149196	-82.3865604	2020-06-13	15:18:00	obsr354664	S70396900	Traveling	P22	EBIRD	50	0.905		6	1	G5450610	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS952269536	2020-07-05 10:18:00	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	1				United States	US	North Carolina	US-NC	Yancey	US-NC-199	US-NC_383	28			Blue Ridge Pkwy--Ridge Junction (Yancey Co.)	L781868	H	35.7172493	-82.2773838	2020-07-05	07:38:00	obsr527452	S71153923	Stationary	P21	EBIRD	20			1	1		0	1	0			Female crossing the gap - southbound!	
URN:CornellLabOfOrnithology:EBIRD:OBS963871029	2020-08-03 17:37:52	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	1				United States	US	North Carolina	US-NC	Yancey	US-NC-199		28			Cane River Park	L2973572	H	35.9149196	-82.3865604	2020-08-03	09:50:00	obsr431216	S72074997	Traveling	P22	EBIRD	112	1.598		1	1		0	1	0		Overcast, periodic showers, and low 70s.		
URN:CornellLabOfOrnithology:EBIRD:OBS972087056	2020-08-25 14:33:20	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	1				United States	US	North Carolina	US-NC	Yancey	US-NC-199		28			Cane River Park	L2973572	H	35.9149196	-82.3865604	2020-08-25	07:45:00	obsr431216	S72800888	Traveling	P22	EBIRD	131	1.526		1	1		0	1	0		Overcast to substantial clearing, calm, and 66 to 75.		
URN:CornellLabOfOrnithology:EBIRD:OBS975462849	2020-09-02 15:28:45	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	5				United States	US	North Carolina	US-NC	Yancey	US-NC-199		28			Cane River Park	L2973572	H	35.9149196	-82.3865604	2020-09-02	08:59:00	obsr527452	S73098351	Traveling	P22	EBIRD	63	2.413		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS989669468	2020-10-02 15:05:38	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	6				United States	US	North Carolina	US-NC	Yancey	US-NC-199		28			Cane River Park	L2973572	H	35.9149196	-82.3865604	2020-10-02	08:58:00	obsr527452	S74310766	Traveling	P22	EBIRD	25	0.616		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS995711813	2020-12-21 09:22:23.927436	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	65				United States	US	North Carolina	US-NC	Yancey	US-NC-199		28			Cane River Park	L2973572	H	35.9149196	-82.3865604	2020-10-14	08:10:00	obsr431216	S74808838	Traveling	P22	EBIRD	200	1.630		2	1		1	1	0		Fog lifting after an hour then clear, calm, and 39 to 60. A guy from Baker Grading and Landscaping was drone-filming the river for a streambank restoration project that will likely remove the fallen sycamore, fill the pool, and disrupt habitat in the immediate vicinity for many bird species (e.g., Sora, herons, several sparrows (incl. Lincoln's). Hate to see it happen, but I am very familiar with how a lot of such projects end up looking (i.e., highly "manicured").		
