GLOBAL UNIQUE IDENTIFIER	LAST EDITED DATE	TAXONOMIC ORDER	CATEGORY	COMMON NAME	SCIENTIFIC NAME	SUBSPECIES COMMON NAME	SUBSPECIES SCIENTIFIC NAME	OBSERVATION COUNT	BREEDING BIRD ATLAS CODE	BREEDING BIRD ATLAS CATEGORY	AGE/SEX	COUNTRY	COUNTRY CODE	STATE	STATE CODE	COUNTY	COUNTY CODE	IBA CODE	BCR CODE	USFWS CODE	ATLAS BLOCK	LOCALITY	LOCALITY ID	LOCALITY TYPE	LATITUDE	LONGITUDE	OBSERVATION DATE	TIME OBSERVATIONS STARTED	OBSERVER ID	SAMPLING EVENT IDENTIFIER	PROTOCOL TYPE	PROTOCOL CODE	PROJECT CODE	DURATION MINUTES	EFFORT DISTANCE KM	EFFORT AREA HA	NUMBER OBSERVERS	ALL SPECIES REPORTED	GROUP IDENTIFIER	HAS MEDIA	APPROVED	REVIEWED	REASON	TRIP COMMENTS	SPECIES COMMENTS	
URN:CornellLabOfOrnithology:EBIRD:OBS1045789951	2021-01-06 14:50:57.086035	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	150				United States	US	North Carolina	US-NC	Buncombe	US-NC-021		28			Biltmore Estate	L786704	H	35.5400314	-82.5507438	2021-01-06	08:35:00	obsr527452	S78783591	Traveling	P22	EBIRD	95	6.019		2	1	G6118399	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1050115380	2021-01-12 13:36:49.316714	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	15				United States	US	North Carolina	US-NC	Buncombe	US-NC-021		28			Biltmore Estate	L786704	H	35.5400314	-82.5507438	2021-01-12	10:16:00	obsr527452	S79129144	Traveling	P22	EBIRD	21	0.602		1	1		0	1	0		Quick visit to see the canvasback		
URN:CornellLabOfOrnithology:EBIRD:OBS1044947195	2021-01-05 11:20:34.398386	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	180				United States	US	North Carolina	US-NC	Buncombe	US-NC-021		28			Biltmore Estate	L786704	H	35.5400314	-82.5507438	2021-01-05	09:10:00	obsr294134	S78715294	Traveling	P22	EBIRD	129	14.437		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1040984536	2021-01-01 11:16:45.312346	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	35				United States	US	North Carolina	US-NC	Buncombe	US-NC-021		28			Biltmore Estate	L786704	H	35.5400314	-82.5507438	2021-01-01	09:46:00	obsr294134	S78380445	Traveling	P22	EBIRD	77	8.507		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1057219225	2021-01-22 17:39:37.5999	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	200				United States	US	North Carolina	US-NC	Buncombe	US-NC-021		28			Biltmore Estate	L786704	H	35.5400314	-82.5507438	2021-01-22	15:10:00	obsr302626	S79711021	Traveling	P22	EBIRD	70	3.888		1	1		1	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1051563448	2021-01-15 09:04:04.795323	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	250				United States	US	North Carolina	US-NC	Buncombe	US-NC-021		28			Biltmore Estate	L786704	H	35.5400314	-82.5507438	2021-01-14	15:15:00	obsr302626	S79242224	Traveling	P22	EBIRD	84	4.672		1	1		1	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1059482255	2021-01-25 16:56:22.923348	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	800				United States	US	North Carolina	US-NC	Buncombe	US-NC-021		28			Biltmore Estate	L786704	H	35.5400314	-82.5507438	2021-01-25	15:18:00	obsr302626	S79897151	Traveling	P22	EBIRD	86	4.216		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1056031498	2021-01-20 16:48:07.398833	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	60				United States	US	North Carolina	US-NC	Buncombe	US-NC-021		28			Biltmore Estate--The Lagoon	L2145970	H	35.5402234	-82.5613117	2021-01-20	16:05:00	obsr302626	S79610642	Traveling	P22	EBIRD	32	1.588		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1044202034	2021-01-04 12:08:41.32589	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	400				United States	US	North Carolina	US-NC	Buncombe	US-NC-021		28			Biltmore Estate	L786704	H	35.5400314	-82.5507438	2021-01-04	09:36:00	obsr237758	S78656513	Traveling	P22	EBIRD	152	4.828		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1042420244	2021-01-02 15:48:16.543721	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	40				United States	US	North Carolina	US-NC	Buncombe	US-NC-021		28			Biltmore Estate	L786704	H	35.5400314	-82.5507438	2021-01-02	08:42:00	obsr473463	S78510007	Traveling	P22	EBIRD	198	5.728		3	1	G6092285	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1055215590	2021-01-19 11:00:34.486315	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	30				United States	US	North Carolina	US-NC	Buncombe	US-NC-021		28			Biltmore Estate	L786704	H	35.5400314	-82.5507438	2021-01-19	09:17:00	obsr237758	S79544749	Traveling	P22	EBIRD	103	3.219		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1050268636	2021-01-12 16:10:25.85815	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	250				United States	US	North Carolina	US-NC	Buncombe	US-NC-021		28			Biltmore Estate--The Lagoon	L2145970	H	35.5402234	-82.5613117	2021-01-12	15:15:00	obsr302626	S79143033	Traveling	P22	EBIRD	53	3.596		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1050109747	2021-01-12 12:14:00.416014	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	160				United States	US	North Carolina	US-NC	Buncombe	US-NC-021		28			Biltmore Estate	L786704	H	35.5400314	-82.5507438	2021-01-12	09:40:00	obsr294134	S79129650	Traveling	P22	EBIRD	59	3.434		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1042484600	2021-01-02 16:46:51.854752	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	60				United States	US	North Carolina	US-NC	Buncombe	US-NC-021		28			Biltmore Estate	L786704	H	35.5400314	-82.5507438	2021-01-02	14:49:00	obsr785042	S78516522	Traveling	P22	EBIRD	104	4.152		3	1	G6093323	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1049652488	2021-01-11 21:44:46.729755	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	500				United States	US	North Carolina	US-NC	Buncombe	US-NC-021		28			Biltmore Estate	L786704	H	35.5400314	-82.5507438	2021-01-11	15:14:00	obsr302626	S79095233	Traveling	P22	EBIRD	65	4.362		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1042386051	2021-01-02 15:15:08.439583	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	40				United States	US	North Carolina	US-NC	Buncombe	US-NC-021		28			Biltmore Estate	L786704	H	35.5400314	-82.5507438	2021-01-02	08:42:00	obsr12693	S78506403	Traveling	P22	EBIRD	198	5.728		3	1	G6092285	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1050101810	2021-01-31 11:10:37.609613	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	250				United States	US	North Carolina	US-NC	Buncombe	US-NC-021		28			Biltmore Estate	L786704	H	35.5400314	-82.5507438	2021-01-12	09:25:00	obsr431216	S79128276	Traveling	P22	EBIRD	142	4.322		1	1		0	1	0		Overcast, breezy, and 35 to 39. Bass Pond and The Lagoon and vicinity.		
URN:CornellLabOfOrnithology:EBIRD:OBS1042152192	2021-01-02 15:15:08.439583	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	40				United States	US	North Carolina	US-NC	Buncombe	US-NC-021		28			Biltmore Estate	L786704	H	35.5400314	-82.5507438	2021-01-02	08:42:00	obsr302626	S78484066	Traveling	P22	EBIRD	198	5.728		3	1	G6092285	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1042484626	2021-01-02 16:46:51.854752	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	60				United States	US	North Carolina	US-NC	Buncombe	US-NC-021		28			Biltmore Estate	L786704	H	35.5400314	-82.5507438	2021-01-02	14:49:00	obsr291882	S78516523	Traveling	P22	EBIRD	104	4.152		3	1	G6093323	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1074998483	2021-02-15 21:21:57.402362	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	360				United States	US	North Carolina	US-NC	Buncombe	US-NC-021		28			Biltmore Estate	L786704	H	35.5400314	-82.5507438	2021-02-15	09:08:00	obsr237758	S81595604	Traveling	P22	EBIRD	188	6.116		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1080660585	2021-02-22 17:31:17.974511	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	600				United States	US	North Carolina	US-NC	Buncombe	US-NC-021		28			Biltmore Estate--The Lagoon	L2145970	H	35.5402234	-82.5613117	2021-02-22	16:27:00	obsr302626	S82176115	Traveling	P22	EBIRD	63	3.073		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1068703556	2021-02-08 21:01:55.893863	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	5				United States	US	North Carolina	US-NC	Buncombe	US-NC-021		28			Biltmore Estate	L786704	H	35.5400314	-82.5507438	2021-02-08	16:06:00	obsr302626	S80670447	Traveling	P22	EBIRD	65	7.965		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1075105450	2021-02-15 13:30:41.155396	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	100				United States	US	North Carolina	US-NC	Buncombe	US-NC-021		28			Biltmore Estate	L786704	H	35.5400314	-82.5507438	2021-02-15	11:34:00	obsr2213251	S81616859	Traveling	P22	EBIRD	116	7.805		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1077575170	2021-02-18 15:34:20.089216	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	89				United States	US	North Carolina	US-NC	Buncombe	US-NC-021		28			Biltmore Estate	L786704	H	35.5400314	-82.5507438	2021-02-18	13:55:00	obsr294134	S81892323	Traveling	P22	EBIRD	57	2.523		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1081016064	2021-02-23 09:54:04.40288	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	6				United States	US	North Carolina	US-NC	Buncombe	US-NC-021		28			Beaver Lake Bird Sanctuary	L166279	H	35.6334650	-82.5575200	2021-02-23	09:16:00	obsr302626	S82203346	Traveling	P22	EBIRD	36	1.150		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1081920690	2021-02-24 16:53:50.951112	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	500				United States	US	North Carolina	US-NC	Buncombe	US-NC-021		28			Biltmore Estate--Deer Park River Trail	L2145986	H	35.5534398	-82.5865245	2021-02-24	15:47:00	obsr302626	S82282650	Traveling	P22	EBIRD	66	3.577		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1074871807	2021-02-15 14:54:15.013553	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	265				United States	US	North Carolina	US-NC	Buncombe	US-NC-021		28			Biltmore Estate	L786704	H	35.5400314	-82.5507438	2021-02-15	09:24:00	obsr294134	S81574514	Traveling	P22	EBIRD	92	8.255		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1074288209	2021-02-15 12:02:28.603096	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	100				United States	US	North Carolina	US-NC	Buncombe	US-NC-021		28			Biltmore Estate--Bass Pond	L5533735	H	35.5322088	-82.5542843	2021-02-14	17:01:00	obsr302626	S81496223	Traveling	P22	EBIRD	103	2.772		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1081325880	2021-02-23 21:36:07.977832	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	200				United States	US	North Carolina	US-NC	Buncombe	US-NC-021		28			Biltmore Estate--The Lagoon	L2145970	H	35.5402234	-82.5613117	2021-02-23	16:57:00	obsr302626	S82232292	Traveling	P22	EBIRD	56	2.965		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1084395791	2021-02-28 10:50:57.607953	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	3	S 	C2		United States	US	North Carolina	US-NC	Buncombe	US-NC-021		28			Azalea Road Dog Park	L3219771	H	35.5756861	-82.4848634	2021-02-28	07:00:00	obsr431216	S82491479	Traveling	P22	EBIRD	120	2.411		1	1		0	1	0		Overcast, a little breeze at times, and 55 to 62.		
URN:CornellLabOfOrnithology:EBIRD:OBS1081763762	2021-02-24 12:33:11.325761	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	65				United States	US	North Carolina	US-NC	Buncombe	US-NC-021		28			Biltmore Estate	L786704	H	35.5400314	-82.5507438	2021-02-24	09:26:00	obsr237758	S82267150	Traveling	P22	EBIRD	210	5.472		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS937782042	2020-06-05 17:58:55	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	7				United States	US	North Carolina	US-NC	Cabarrus	US-NC-025		29			Heathcliff Road, Concord	L11623821	P	35.3624550	-80.4953898	2000-11-26	08:30:00	obsr589726	S70066211	Traveling	P22	EBIRD	8	1.609		1	1		0	1	1		WEATHER: MC, 45 degrees, variable 4 mph	single flock flyby.	
URN:CornellLabOfOrnithology:EBIRD:OBS1072588230	2021-02-13 14:46:29.486096	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	1				United States	US	North Carolina	US-NC	Cabarrus	US-NC-025		29			Concord Mills Wetland	L483059	H	35.3740045	-80.7166386	2016-12-31		obsr850461	S81208007	Historical	P62	EBIRD				2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1008749831	2020-11-07 21:18:18	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	8				United States	US	North Carolina	US-NC	Cabarrus	US-NC-025		29			Frank Liske Park	L514993	H	35.3653958	-80.6219673	2020-10-30	10:01:00	obsr515497	S75596971	Traveling	P22	EBIRD	83	2.720		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1069957821	2021-02-10 19:42:26.27413	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	5	S 	C2		United States	US	North Carolina	US-NC	Cabarrus	US-NC-025		29			Concord Mills Mall Pond	L618362	H	35.3714675	-80.7200611	2021-02-09	08:11:00	obsr1814750	S80783026	Traveling	P22	EBIRD	14	0.260		3	1	G6265992	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1069028706	2021-02-09 09:44:57.313386	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	8				United States	US	North Carolina	US-NC	Cabarrus	US-NC-025		29			Concord Mills Wetland	L483059	H	35.3740045	-80.7166386	2021-02-09	08:30:00	obsr402712	S80695837	Traveling	P22	EBIRD	74	0.805		5	1	G6266116	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1069034920	2021-02-09 09:44:57.313386	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	8				United States	US	North Carolina	US-NC	Cabarrus	US-NC-025		29			Concord Mills Wetland	L483059	H	35.3740045	-80.7166386	2021-02-09	08:30:00	obsr527452	S80695836	Traveling	P22	EBIRD	74	0.805		5	1	G6266116	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1069040528	2021-02-09 09:58:09.628355	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	8				United States	US	North Carolina	US-NC	Cabarrus	US-NC-025		29			Concord Mills Wetland	L483059	H	35.3740045	-80.7166386	2021-02-09	08:30:00	obsr1020245	S80696496	Traveling	P22	EBIRD	74	0.805		5	1	G6266116	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1069957823	2021-02-10 19:42:28.815453	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	8				United States	US	North Carolina	US-NC	Cabarrus	US-NC-025		29			Concord Mills Wetland	L483059	H	35.3740045	-80.7166386	2021-02-09	08:30:00	obsr1814750	S80783027	Traveling	P22	EBIRD	74	0.805		5	1	G6266116	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1068999670	2021-02-09 16:10:31.736828	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	5	S 	C2		United States	US	North Carolina	US-NC	Cabarrus	US-NC-025		29			Concord Mills Mall Pond	L618362	H	35.3714675	-80.7200611	2021-02-09	08:11:00	obsr527452	S80692109	Traveling	P22	EBIRD	14	0.260		3	1	G6265992	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1069256610	2021-02-09 16:02:18.710057	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	8				United States	US	North Carolina	US-NC	Cabarrus	US-NC-025		29			Concord Mills Wetland	L483059	H	35.3740045	-80.7166386	2021-02-09	08:30:00	obsr850461	S80719762	Traveling	P22	EBIRD	74	0.805		5	1	G6266116	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1069053244	2021-02-09 16:10:31.736828	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	5	S 	C2		United States	US	North Carolina	US-NC	Cabarrus	US-NC-025		29			Concord Mills Mall Pond	L618362	H	35.3714675	-80.7200611	2021-02-09	08:11:00	obsr1020245	S80698518	Traveling	P22	EBIRD	14	0.260		3	1	G6265992	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1068999681	2021-02-09 16:10:31.736828	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	5	S 	C2		United States	US	North Carolina	US-NC	Cabarrus	US-NC-025		29			Concord Mills Mall Pond	L618362	H	35.3714675	-80.7200611	2021-02-09	08:11:00	obsr402712	S80692110	Traveling	P22	EBIRD	14	0.260		3	1	G6265992	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS917311725	2020-05-10 09:41:36	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	1				United States	US	North Carolina	US-NC	Caldwell	US-NC-027		29			3991 Rising Hills Dr., Lenoir	L8646041	P	35.8923060	-81.6240730	2020-05-09	10:00:00	obsr1265686	S68751117	Stationary	P21	EBIRD	540			1	1		0	1	0			Has been around for 3 days.  Has feed in back an side yard feeders.  Orange-red lesser coverts: pale yellowish median coverts nail the ID.  We have had wild swings of warm and cold spring in the western foothills of North Carolina.  Last two weeks have been upper 60F to low 80F.  Last night was 29F.  This afternoon was in the mid-70F when he visited the feeder.  Both male and female visited together in the last 3 days. Only the male appeared today.  They were very common for me to see in West Virginia during the summer.  I have seen them here every year since we moved in 2005.  We have several hay fields on the next hill over, and a Christmas tree nursery across from our development.  They visit both during the summer and sit on the power lines to rest off and on during the day.  Check Google Maps [sat view] with my address for a looks see of the land around us.  It has been a good habitat for them.	
URN:CornellLabOfOrnithology:EBIRD:OBS978809984	2020-09-11 18:18:42	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	2	S 	C2		United States	US	North Carolina	US-NC	Caldwell	US-NC-027		29			Armory Wetlands--Lenoir	L1522534	H	35.9042760	-81.5419100	2020-09-09	14:10:00	obsr431216	S73386656	Traveling	P22	EBIRD	29	0.515		2	1		0	1	0		Overcast, a sprinkle, windy from N, and 75.	Calls	
URN:CornellLabOfOrnithology:EBIRD:OBS873553417	2020-03-07 16:31:28	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	X				United States	US	North Carolina	US-NC	Carteret	US-NC-031					Pine Knoll Shores Aquarium	L1366655	H	34.7003467	-76.8294842	2020-03-03	12:29:00	obsr1057089	S65397294	Stationary	P21	EBIRD	20			1	1		0	1	1			Small flock of maybe 8 or so, calling and disappearing into the march grasses. Occasionally flying & alighting on tops of grass and in dead marsh trees, where you can see the red on the wings	
URN:CornellLabOfOrnithology:EBIRD:OBS1079531513	2021-02-21 10:34:24.065932	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	60				United States	US	North Carolina	US-NC	Catawba	US-NC-035		29			6596 NC-16, Conover US-NC 35.81367, -81.19070	L13789543	P	35.8136670	-81.1906970	2021-02-21	10:31:00	obsr646413	S82073556	Stationary	P21	EBIRD	2			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1080524767	2021-02-22 14:01:17.207682	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	X				United States	US	North Carolina	US-NC	Chatham	US-NC-037	US-NC_314	29			SW of Wilsonville [predating Jordan Lake]	L13806369	P	35.7337167	-79.0062773	1979-04-29		obsr209334	S82162581	Historical	P62	EBIRD				4	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1046682309	2021-01-07 21:24:58.176832	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	5				United States	US	North Carolina	US-NC	Chatham	US-NC-037	US-NC_314	29			Jordan Lake--Crosswinds Marina	L614775	H	35.7440741	-79.0084362	1997-08-21	13:00:00	obsr527452	S78854920	Traveling	P22	EBIRD	90	4.828		6	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1043165737	2021-01-03 12:39:45.013153	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	120				United States	US	North Carolina	US-NC	Chatham	US-NC-037	US-NC_314	29			Jordan Lake SRA--Ebenezer Point	L619883	H	35.7081198	-79.0276623	2021-01-03	09:03:00	obsr592285	S78570863	Traveling	P22	EBIRD	60	1.062		2	1	G6099442	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1043223120	2021-01-03 12:39:45.027244	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	120				United States	US	North Carolina	US-NC	Chatham	US-NC-037	US-NC_314	29			Jordan Lake SRA--Ebenezer Point	L619883	H	35.7081198	-79.0276623	2021-01-03	09:03:00	obsr201168	S78577334	Traveling	P22	EBIRD	60	1.062		2	1	G6099442	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS965276972	2020-08-07 16:19:34	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	2				United States	US	North Carolina	US-NC	Cherokee	US-NC-039		28			Campbell Folk School	L213069	H	35.0387066	-83.9629672	2020-08-06	07:40:00	obsr431216	S72156323	Traveling	P22	EBIRD	170	2.832		2	1		0	1	0		Overcast most of list, calm, and 65 to 72. Fields, forest, and riparian.		
URN:CornellLabOfOrnithology:EBIRD:OBS1030061750	2020-12-16 18:09:53.802201	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	X				United States	US	North Carolina	US-NC	Clay	US-NC-043		28			Old NC-64 - 5/03/2003	L12953938	P	34.9981908	-83.9089872	2003-05-03	11:30:00	obsr1450087	S77567882	Traveling	P22	EBIRD	120	4.828		1	1		0	1	0		Did some birding along the GA/NC border in high ground. Made several stops along this route. Mostly sunny.		
URN:CornellLabOfOrnithology:EBIRD:OBS773220843	2019-06-13 15:31:43	32502	issf	Red-winged Blackbird	Agelaius phoeniceus	Red-winged Blackbird (Red-winged)	Agelaius phoeniceus [phoeniceus Group]	6				United States	US	North Carolina	US-NC	Clay	US-NC-043		28			Walnut Hollow Ranch	L9440107	P	35.0347830	-83.8912700	2019-04-27	17:59:00	obsr204479	S57238367	Traveling	P22	EBIRD	81	1.416		2	1		0	1	1			Red wing bars 	
